Date,Open,High,Low,Close,Adj Close,Volume
2002-09-19,3.563147,3.616971,3.530852,3.606206,3.219601,7348491
2002-09-20,3.552382,3.821502,3.520087,3.810737,3.402204,12710414
2002-09-23,3.810737,4.036798,3.724618,3.724618,3.325318,26115221
2002-09-24,3.724618,3.724618,3.595441,3.638500,3.248432,9672734
2002-09-25,3.552382,3.563147,3.003377,3.229438,2.883224,55860419
2002-09-26,3.207908,3.358615,3.143320,3.186379,2.844781,19891229
2002-09-27,3.240203,3.433969,3.186379,3.401675,3.036997,14120102
2002-09-30,3.358615,3.541617,3.358615,3.423204,3.056218,15137306
2002-10-01,3.423204,3.423204,3.423204,3.423204,3.056218,0
2002-10-02,3.444734,3.498558,3.433969,3.487793,3.113882,4231385
2002-10-03,3.477028,3.487793,3.358615,3.423204,3.056218,3409261
2002-10-04,3.401675,3.466263,3.132555,3.207908,2.864002,11110290
2002-10-07,3.186379,3.186379,2.971083,3.078731,2.748674,12039244
2002-10-08,3.067966,3.186379,3.014142,3.175614,2.835171,3679819
2002-10-09,3.164849,3.369380,3.143320,3.294027,2.940889,13144700
2002-10-10,3.283262,3.337086,3.240203,3.261732,2.912056,4721409
2002-10-11,3.283262,3.283262,3.197144,3.207908,2.864002,1713920
2002-10-14,3.207908,3.207908,3.207908,3.207908,2.864002,0
2002-10-15,3.229438,3.380145,3.229438,3.358615,2.998553,4582065
2002-10-16,3.401675,3.487793,3.401675,3.433969,3.065828,6798364
2002-10-17,3.423204,3.616971,3.423204,3.509323,3.133104,10497181
2002-10-18,3.563147,3.638500,3.487793,3.509323,3.133104,6844069
2002-10-21,3.455499,3.530852,3.455499,3.509323,3.133104,2684677
2002-10-22,3.552382,3.552382,3.380145,3.412439,3.046607,1727390
2002-10-23,3.444734,3.444734,3.358615,3.401675,3.036997,2824020
2002-10-24,3.401675,3.444734,3.390910,3.423204,3.056218,2782217
2002-10-25,3.423204,3.423204,3.369380,3.401675,3.036997,2371155
2002-10-28,3.401675,3.401675,3.369380,3.390910,3.027385,1644248
2002-10-29,3.401675,3.520087,3.401675,3.466263,3.094660,5176596
2002-10-30,3.466263,3.466263,3.433969,3.455499,3.085050,1890421
2002-10-31,3.455499,3.477028,3.380145,3.433969,3.065828,9408832
2002-11-01,3.390910,3.401675,3.337086,3.369380,3.008163,7220295
2002-11-04,3.380145,3.444734,3.380145,3.401675,3.036997,7466468
2002-11-05,3.401675,3.401675,3.121790,3.240203,2.892835,20866631
2002-11-06,3.218673,3.250968,3.207908,3.229438,2.883224,11101409
2002-11-07,3.207908,3.294027,3.207908,3.250968,2.902446,8657852
2002-11-08,3.240203,3.261732,3.218673,3.261732,2.912056,2157495
2002-11-11,3.261732,3.261732,3.250968,3.250968,2.902446,462154
2002-11-12,3.250968,3.261732,3.240203,3.250968,2.902446,629366
2002-11-13,3.250968,3.272497,3.240203,3.261732,2.912056,1336244
2002-11-14,3.250968,3.347851,3.250968,3.326321,2.969721,2559268
2002-11-15,3.326321,3.369380,3.326321,3.337086,2.979331,1242476
2002-11-18,3.358615,3.369380,3.337086,3.358615,2.998553,3664723
2002-11-19,3.433969,3.433969,3.347851,3.369380,3.008163,1546708
2002-11-20,3.358615,3.358615,3.229438,3.261732,2.912056,1899711
2002-11-21,3.272497,3.283262,3.218673,3.229438,2.883224,3399971
2002-11-22,3.272497,3.272497,3.218673,3.218673,2.873613,1637281
2002-11-25,3.250968,3.261732,3.229438,3.229438,2.883224,2083179
2002-11-26,3.240203,3.283262,3.229438,3.229438,2.883224,2863500
2002-11-27,3.229438,3.229438,3.100260,3.100260,2.767895,7698706
2002-11-28,3.121790,3.261732,3.121790,3.240203,2.892835,8452678
2002-11-29,3.250968,3.250968,3.197144,3.229438,2.883224,3434807
2002-12-02,3.229438,3.229438,3.229438,3.229438,2.883224,0
2002-12-03,3.218673,3.229438,3.207908,3.218673,2.873613,3055329
2002-12-04,3.229438,3.229438,3.175614,3.186379,2.844781,803545
2002-12-05,3.164849,3.186379,3.164849,3.186379,2.844781,1055064
2002-12-06,3.164849,3.164849,3.143320,3.164849,2.825559,2857458
2002-12-09,3.154084,3.175614,3.154084,3.164849,2.825559,2928527
2002-12-10,3.143320,3.154084,3.132555,3.143320,2.806339,1462173
2002-12-11,3.132555,3.132555,2.960318,3.100260,2.767895,13492565
2002-12-12,3.078731,3.175614,3.067966,3.175614,2.835171,4909522
2002-12-13,3.154084,3.164849,3.089496,3.143320,2.806339,1638024
2002-12-16,3.121790,3.218673,3.078731,3.207908,2.864002,1263377
2002-12-17,3.197144,3.261732,3.121790,3.121790,2.787116,1426009
2002-12-18,3.229438,3.229438,3.164849,3.186379,2.844781,901085
2002-12-19,3.197144,3.207908,3.143320,3.207908,2.864002,434286
2002-12-20,3.143320,3.164849,3.121790,3.132555,2.796728,904336
2002-12-23,3.132555,3.207908,3.132555,3.207908,2.864002,953571
2002-12-24,3.197144,3.240203,3.197144,3.240203,2.892835,2507247
2002-12-25,3.240203,3.240203,3.240203,3.240203,2.892835,0
2002-12-26,3.240203,3.240203,3.240203,3.240203,2.892835,0
2002-12-27,3.250968,3.283262,3.229438,3.283262,2.931278,1504905
2002-12-30,3.229438,3.326321,3.229438,3.326321,2.969721,2015830
2002-12-31,3.315556,3.390910,3.315556,3.390910,3.027385,3523058
2003-01-01,3.390910,3.390910,3.390910,3.390910,3.027385,0
2003-01-02,3.337086,3.337086,3.315556,3.337086,2.979331,1449168
2003-01-03,3.337086,3.347851,3.294027,3.294027,2.940889,3704668
2003-01-06,3.315556,3.315556,3.250968,3.261732,2.912056,1275453
2003-01-07,3.283262,3.337086,3.229438,3.229438,2.883224,2805441
2003-01-08,3.272497,3.337086,3.272497,3.315556,2.960110,2582492
2003-01-09,3.380145,3.487793,3.380145,3.455499,3.085050,12297029
2003-01-10,3.520087,3.821502,3.509323,3.724618,3.325318,15780607
2003-01-13,3.713854,3.724618,3.638500,3.660030,3.267654,5011707
2003-01-14,3.660030,3.660030,3.606206,3.660030,3.267654,3595052
2003-01-15,3.660030,3.692324,3.638500,3.692324,3.296486,5622494
2003-01-16,3.681559,3.692324,3.595441,3.660030,3.267654,5028892
2003-01-17,3.616971,3.692324,3.616971,3.660030,3.267654,998625
2003-01-20,3.660030,3.681559,3.660030,3.670795,3.277265,1767335
2003-01-21,3.660030,3.703089,3.649265,3.692324,3.296486,1929902
2003-01-22,3.692324,3.939914,3.692324,3.875326,3.459869,9220672
2003-01-23,3.660030,3.660030,3.035672,3.100260,2.767895,112006088
2003-01-24,2.906494,2.906494,2.658904,2.798846,2.498794,117686870
2003-01-27,2.798846,2.798846,2.798846,2.798846,2.498794,0
2003-01-28,2.798846,2.798846,2.798846,2.798846,2.498794,0
2003-01-29,2.928024,2.981848,2.874200,2.895729,2.585290,33326227
2003-01-30,2.938788,2.938788,2.863435,2.884964,2.575680,18472251
2003-01-31,2.884964,2.884964,2.884964,2.884964,2.575680,0
2003-02-03,2.884964,2.884964,2.884964,2.884964,2.575680,0
2003-02-04,2.928024,2.981848,2.884964,2.971083,2.652566,11269606
2003-02-05,2.992612,3.078731,2.981848,3.078731,2.748674,13074155
2003-02-06,3.100260,3.100260,2.928024,2.938788,2.623733,8678753
2003-02-07,2.949553,3.121790,2.949553,3.121790,2.787116,23822966
2003-02-10,3.089496,3.272497,3.089496,3.229438,2.883224,21098869
2003-02-11,3.229438,3.229438,3.175614,3.218673,2.873613,5949950
2003-02-12,3.207908,3.240203,3.175614,3.229438,2.883224,5548303
2003-02-13,3.207908,3.229438,3.154084,3.164849,2.825559,5435774
2003-02-14,3.143320,3.197144,3.078731,3.111025,2.777506,7378217
2003-02-17,3.207908,3.261732,3.121790,3.197144,2.854393,15414474
2003-02-18,3.186379,3.186379,3.057201,3.057201,2.729452,11470260
2003-02-19,3.121790,3.164849,3.111025,3.143320,2.806339,9603062
2003-02-20,3.164849,3.240203,3.164849,3.218673,2.873613,13297977
2003-02-21,3.229438,3.272497,3.218673,3.250968,2.902446,16642212
2003-02-24,3.283262,3.380145,3.283262,3.369380,3.008163,10838571
2003-02-25,3.380145,3.423204,3.337086,3.369380,3.008163,10554776
2003-02-26,3.347851,3.401675,3.347851,3.390910,3.027385,5555145
2003-02-27,3.390910,3.412439,3.380145,3.401675,3.036997,5650363
2003-02-28,3.412439,3.433969,3.390910,3.401675,3.036997,3195602
2003-03-03,3.423204,3.573911,3.423204,3.573911,3.190768,10276554
2003-03-04,3.509323,3.530852,3.466263,3.498558,3.123493,5308972
2003-03-05,3.487793,3.487793,3.315556,3.337086,2.979331,7493993
2003-03-06,3.272497,3.294027,3.175614,3.175614,2.888088,5242087
2003-03-07,3.164849,3.207908,3.154084,3.154084,2.868507,2886724
2003-03-10,3.164849,3.186379,3.057201,3.067966,2.790186,4602967
2003-03-11,3.035672,3.250968,2.949553,3.229438,2.937038,4468733
2003-03-12,3.229438,3.358615,3.229438,3.358615,3.054519,4746955
2003-03-13,3.380145,3.412439,3.315556,3.347851,3.044730,4735343
2003-03-14,3.401675,3.401675,3.326321,3.337086,3.034940,1495616
2003-03-17,3.315556,3.347851,3.294027,3.337086,3.034940,1946158
2003-03-18,3.380145,3.412439,3.326321,3.337086,3.034940,926631
2003-03-19,3.358615,3.380145,3.315556,3.380145,3.074100,3006559
2003-03-20,3.380145,3.380145,3.337086,3.337086,3.034940,496990
2003-03-21,3.347851,3.380145,3.337086,3.380145,3.074100,1576899
2003-03-24,3.401675,3.455499,3.380145,3.444734,3.132841,4222096
2003-03-25,3.380145,3.401675,3.369380,3.390910,3.083890,520214
2003-03-26,3.390910,3.390910,3.347851,3.358615,3.054519,44125
2003-03-27,3.347851,3.369380,3.304791,3.347851,3.044730,1816105
2003-03-28,3.337086,3.401675,3.337086,3.401675,3.093681,935921
2003-03-31,3.369380,3.369380,3.272497,3.283262,2.985989,3281530
2003-04-01,3.304791,3.304791,3.143320,3.283262,2.985989,3750652
2003-04-02,3.229438,3.272497,3.229438,3.272497,2.976199,1697663
2003-04-03,3.250968,3.250968,3.218673,3.229438,2.937038,2364188
2003-04-04,3.250968,3.380145,3.250968,3.369380,3.064310,5130613
2003-04-07,3.294027,3.380145,3.294027,3.380145,3.074100,946232
2003-04-08,3.347851,3.390910,3.294027,3.390910,3.083890,1042750
2003-04-09,3.337086,3.347851,3.272497,3.347851,3.044730,1112422
2003-04-10,3.294027,3.326321,3.272497,3.326321,3.025149,1582937
2003-04-11,3.272497,3.272497,3.164849,3.240203,2.946829,5125504
2003-04-14,3.250968,3.250968,3.186379,3.197144,2.907668,747343
2003-04-15,3.186379,3.240203,3.154084,3.229438,2.937038,1072941
2003-04-16,3.240203,3.272497,3.240203,3.261732,2.966409,1816105
2003-04-17,3.261732,3.261732,3.261732,3.261732,2.966409,661879
2003-04-18,3.261732,3.261732,3.261732,3.261732,2.966409,0
2003-04-21,3.261732,3.261732,3.261732,3.261732,2.966409,0
2003-04-22,3.326321,3.326321,3.240203,3.272497,2.976199,966112
2003-04-23,3.250968,3.272497,3.218673,3.261732,2.966409,4805014
2003-04-24,3.240203,3.261732,3.078731,3.121790,2.839137,7169203
2003-04-25,3.078731,3.089496,2.992612,3.046436,2.770606,9132919
2003-04-28,3.078731,3.197144,3.078731,3.143320,2.858718,5462793
2003-04-29,3.218673,3.283262,3.218673,3.229438,2.937038,6319674
2003-04-30,3.272497,3.326321,3.261732,3.326321,3.025149,7577478
2003-05-01,3.326321,3.326321,3.326321,3.326321,3.025149,0
2003-05-02,3.315556,3.315556,3.240203,3.272497,2.976199,3741362
2003-05-05,3.283262,3.358615,3.283262,3.347851,3.044730,5337835
2003-05-06,3.315556,3.337086,3.294027,3.304791,3.005569,5403725
2003-05-07,3.304791,3.304791,3.186379,3.229438,2.937038,3759941
2003-05-08,3.229438,3.229438,3.229438,3.229438,2.937038,0
2003-05-09,3.218673,3.261732,3.143320,3.197144,2.907668,5315939
2003-05-12,3.261732,3.272497,3.229438,3.261732,2.966409,2914593
2003-05-13,3.261732,3.261732,3.186379,3.218673,2.927248,6637376
2003-05-14,3.218673,3.250968,3.197144,3.218673,2.927248,5130148
2003-05-15,3.197144,3.207908,3.197144,3.207908,2.917458,1381819
2003-05-16,3.229438,3.240203,3.197144,3.218673,2.927248,2868145
2003-05-19,3.197144,3.240203,3.186379,3.240203,2.946829,1753400
2003-05-20,3.186379,3.229438,3.186379,3.229438,2.937038,2682819
2003-05-21,3.229438,3.358615,3.229438,3.347851,3.044730,13815869
2003-05-22,3.358615,3.444734,3.358615,3.390910,3.083890,11286792
2003-05-23,3.390910,3.390910,3.294027,3.369380,3.064310,6300631
2003-05-26,3.358615,3.433969,3.358615,3.412439,3.103470,10153468
2003-05-27,3.423204,3.423204,3.380145,3.412439,3.103470,4526328
2003-05-28,3.423204,3.433969,3.369380,3.380145,3.074100,3483577
2003-05-29,3.369380,3.390910,3.358615,3.358615,3.054519,3142187
2003-05-30,3.369380,3.390910,3.358615,3.390910,3.083890,2526755
2003-06-02,3.401675,3.498558,3.401675,3.498558,3.181792,7938841
2003-06-03,3.487793,3.487793,3.401675,3.444734,3.132841,4391630
2003-06-04,3.444734,3.444734,3.444734,3.444734,3.132841,0
2003-06-05,3.444734,3.563147,3.444734,3.477028,3.162211,7701029
2003-06-06,3.509323,3.530852,3.487793,3.520087,3.201372,4131523
2003-06-09,3.520087,3.573911,3.509323,3.520087,3.201372,3700953
2003-06-10,3.530852,3.530852,3.390910,3.412439,3.103470,4140812
2003-06-11,3.401675,3.433969,3.380145,3.423204,3.113260,4233708
2003-06-12,3.433969,3.433969,3.369380,3.390910,3.083890,2601127
2003-06-13,3.390910,3.433969,3.380145,3.433969,3.123051,9431206
2003-06-16,3.433969,3.595441,3.433969,3.563147,3.240533,11084744
2003-06-17,3.573911,3.821502,3.573911,3.767678,3.426545,14754113
2003-06-18,3.767678,3.789207,3.713854,3.724618,3.387383,7903076
2003-06-19,3.724618,3.799972,3.724618,3.756913,3.416755,5396758
2003-06-20,3.767678,3.767678,3.724618,3.735383,3.397174,671169
2003-06-23,3.735383,3.756913,3.703089,3.703089,3.367804,1948481
2003-06-24,3.638500,3.638500,3.584676,3.595441,3.269903,6655955
2003-06-25,3.606206,3.649265,3.595441,3.638500,3.309063,975401
2003-06-26,3.638500,3.681559,3.616971,3.670795,3.338434,2475662
2003-06-27,3.681559,3.875326,3.681559,3.864561,3.514656,5420447
2003-06-30,3.875326,3.875326,3.724618,3.756913,3.416755,1409687
2003-07-01,3.756913,3.756913,3.756913,3.756913,3.416755,0
2003-07-02,3.767678,3.853796,3.767678,3.832266,3.485285,1922934
2003-07-03,3.821502,3.875326,3.821502,3.875326,3.524446,7055406
2003-07-04,3.864561,3.875326,3.853796,3.864561,3.514656,4465946
2003-07-07,3.875326,3.875326,3.810737,3.810737,3.465705,2034409
2003-07-08,3.875326,3.875326,3.595441,3.681559,3.348223,12050856
2003-07-09,3.670795,3.767678,3.670795,3.767678,3.426545,5320584
2003-07-10,3.724618,3.799972,3.703089,3.746148,3.406965,1871842
2003-07-11,3.724618,3.789207,3.703089,3.789207,3.446125,1316792
2003-07-14,3.799972,3.939914,3.799972,3.918385,3.563607,2020475
2003-07-15,3.939914,4.112151,3.939914,4.047562,3.681088,10771222
2003-07-16,4.090622,4.090622,4.015268,4.015268,3.651718,7970426
2003-07-17,4.047562,4.069092,3.821502,3.821502,3.475496,4426466
2003-07-18,3.832266,3.853796,3.735383,3.843031,3.495075,3464998
2003-07-21,3.875326,3.896855,3.821502,3.832266,3.485285,1221574
2003-07-22,3.843031,3.843031,3.735383,3.767678,3.426545,1776624
2003-07-23,3.789207,3.832266,3.746148,3.789207,3.446125,2080857
2003-07-24,3.767678,3.799972,3.713854,3.799972,3.455915,3532347
2003-07-25,3.767678,3.799972,3.713854,3.789207,3.446125,4584388
2003-07-28,3.810737,3.961444,3.810737,3.907620,3.553816,4742310
2003-07-29,3.918385,3.972209,3.907620,3.961444,3.602767,1576899
2003-07-30,3.972209,4.262858,3.939914,4.187505,3.808360,8675966
2003-07-31,4.198269,4.209034,4.112151,4.165975,3.788779,4607612
2003-08-01,4.165975,4.187505,4.112151,4.144445,3.769199,6203090
2003-08-04,4.112151,4.133681,4.047562,4.090622,3.720249,3578795
2003-08-05,4.133681,4.413565,4.133681,4.305917,3.916050,9830656
2003-08-06,4.305917,4.305917,4.155210,4.262858,3.876890,5622494
2003-08-07,4.262858,4.262858,4.165975,4.165975,3.788779,611716
2003-08-08,4.252093,4.252093,4.090622,4.133681,3.759409,1179771
2003-08-11,4.122916,4.122916,3.875326,3.982974,3.622348,4070212
2003-08-12,4.004503,4.090622,3.993738,3.993738,3.632137,3044646
2003-08-13,4.069092,4.079857,3.993738,4.026033,3.661508,6799014
2003-08-14,4.047562,4.165975,4.036798,4.155210,3.778990,3562538
2003-08-15,4.047562,4.047562,3.972209,4.047562,3.681088,6723305
2003-08-18,4.026033,4.133681,4.026033,4.133681,3.759409,2745059
2003-08-19,4.241329,4.295153,4.176740,4.230564,3.847520,9294185
2003-08-20,4.165975,4.176740,3.982974,4.133681,3.759409,7831082
2003-08-21,4.155210,4.499684,4.122916,4.499684,4.092274,7190104
2003-08-22,4.478154,4.897981,4.370506,4.887216,4.444718,4514716
2003-08-25,4.779568,4.833392,4.305917,4.305917,3.916050,6237926
2003-08-26,4.370506,4.370506,4.284388,4.305917,3.916050,4154747
2003-08-27,4.305917,4.510448,4.305917,4.510448,4.102063,1180700
2003-08-28,4.478154,4.607332,4.402801,4.607332,4.190175,4273035
2003-08-29,4.693450,4.693450,4.542743,4.585802,4.170595,2626617
2003-09-01,4.628861,4.779568,4.628861,4.714980,4.288076,2201621
2003-09-02,4.693450,4.801098,4.693450,4.779568,4.346817,2559268
2003-09-03,4.887216,4.887216,4.736509,4.844157,4.405558,3423195
2003-09-04,4.844157,4.844157,4.736509,4.736509,4.307656,1098488
2003-09-05,4.736509,4.801098,4.693450,4.704215,4.278286,1162586
2003-09-08,4.704215,4.704215,4.628861,4.693450,4.268496,2719513
2003-09-09,4.693450,4.779568,4.661156,4.779568,4.346817,2545947
2003-09-10,4.736509,4.747274,4.671920,4.693450,4.268496,4969904
2003-09-11,4.661156,4.736509,4.607332,4.736509,4.307656,1611735
2003-09-12,4.736509,4.736509,4.736509,4.736509,4.307656,0
2003-09-15,4.671920,4.704215,4.671920,4.704215,4.278286,1558320
2003-09-16,4.650391,4.714980,4.650391,4.682685,4.258706,740840
2003-09-17,4.661156,4.671920,4.661156,4.671920,4.248915,10713162
2003-09-18,4.671920,4.725744,4.650391,4.693450,4.268496,2423641
2003-09-19,4.650391,4.671920,4.435095,4.435095,4.033534,2510498
2003-09-22,4.435095,4.435095,4.176740,4.198269,3.818149,1644248
2003-09-23,4.155210,4.155210,3.982974,4.090622,3.720249,4461301
2003-09-24,4.090622,4.219799,4.090622,4.165975,3.788779,3699559
2003-09-25,4.219799,4.338212,4.219799,4.305917,3.916050,3095739
2003-09-26,4.305917,4.316682,4.241329,4.295153,3.906262,2327029
2003-09-29,4.284388,4.284388,4.112151,4.155210,3.778990,2881151
2003-09-30,4.155210,4.241329,4.069092,4.241329,3.857311,7106498
2003-10-01,4.241329,4.241329,4.241329,4.241329,3.857311,0
2003-10-02,4.155210,4.284388,4.144445,4.273623,3.886681,6080585
2003-10-03,4.305917,4.542743,4.305917,4.478154,4.072693,7060051
2003-10-06,4.521213,4.596567,4.435095,4.435095,4.033534,3564861
2003-10-07,4.499684,4.510448,4.305917,4.413565,4.013952,4003792
2003-10-08,4.413565,4.499684,4.348977,4.445860,4.043324,3869093
2003-10-09,4.413565,4.435095,4.359741,4.381271,3.984583,3857481
2003-10-10,4.392036,4.499684,4.392036,4.435095,4.033534,3221148
2003-10-13,4.413565,4.510448,4.413565,4.478154,4.072693,5322906
2003-10-14,4.521213,4.682685,4.478154,4.575037,4.160804,5745580
2003-10-15,4.585802,4.682685,4.585802,4.661156,4.239126,2626617
2003-10-16,4.671920,4.801098,4.671920,4.725744,4.297865,1151903
2003-10-17,4.714980,4.725744,4.531978,4.575037,4.160804,717617
2003-10-20,4.585802,4.887216,4.564272,4.887216,4.444718,3667046
2003-10-21,4.887216,5.059453,4.865687,4.984099,4.532829,3899284
2003-10-22,4.984099,5.210160,4.984099,5.124042,4.660101,9080526
2003-10-23,5.037923,5.080983,4.811863,4.822628,4.385978,5759515
2003-10-24,4.908746,4.908746,4.413565,4.488919,4.082483,12661644
2003-10-27,4.564272,4.628861,4.478154,4.510448,4.102063,6558415
2003-10-28,4.521213,4.758039,4.521213,4.618096,4.199965,7519883
2003-10-29,4.693450,4.714980,4.435095,4.445860,4.043324,10074506
2003-10-30,4.445860,4.499684,4.262858,4.305917,3.916050,14503295
2003-10-31,4.348977,4.413565,4.295153,4.359741,3.965002,16825680
2003-11-03,4.359741,4.359741,4.198269,4.273623,3.886681,6653633
2003-11-04,4.305917,4.370506,4.209034,4.273623,3.886681,8198019
2003-11-05,4.273623,4.305917,4.262858,4.284388,3.896472,6388881
2003-11-06,4.316682,4.542743,4.316682,4.510448,4.102063,11077986
2003-11-07,4.531978,4.704215,4.531978,4.650391,4.229335,12714594
2003-11-10,4.661156,4.661156,4.467389,4.585802,4.170595,3399971
2003-11-11,4.531978,4.564272,4.478154,4.510448,4.102063,2448165
2003-11-12,4.521213,4.768804,4.510448,4.768804,4.337028,9644865
2003-11-13,4.822628,4.833392,4.671920,4.801098,4.366397,3520735
2003-11-14,4.801098,4.811863,4.736509,4.790333,4.356606,2761316
2003-11-17,4.682685,4.736509,4.585802,4.736509,4.307656,2668420
2003-11-18,4.714980,4.714980,4.575037,4.639626,4.219545,3885814
2003-11-19,4.596567,4.714980,4.596567,4.671920,4.248915,2187686
2003-11-20,4.736509,4.747274,4.671920,4.682685,4.258706,1566681
2003-11-21,4.628861,4.650391,4.607332,4.628861,4.209755,5306650
2003-11-24,4.628861,4.714980,4.607332,4.682685,4.258706,3059974
2003-11-25,4.671920,4.758039,4.628861,4.758039,4.327237,3288497
2003-11-26,4.758039,4.768804,4.682685,4.736509,4.307656,1857908
2003-11-27,4.671920,4.790333,4.671920,4.768804,4.337028,692070
2003-11-28,4.779568,4.779568,4.725744,4.725744,4.297865,1784520
2003-12-01,4.650391,4.908746,4.650391,4.865687,4.425138,3585762
2003-12-02,4.951805,5.016394,4.822628,4.844157,4.405558,3293142
2003-12-03,4.844157,4.919511,4.714980,4.725744,4.297865,4456657
2003-12-04,4.714980,4.714980,4.488919,4.531978,4.121643,11851131
2003-12-05,4.542743,4.596567,4.521213,4.531978,4.121643,5617849
2003-12-08,4.542743,4.607332,4.542743,4.596567,4.180385,5230011
2003-12-09,4.596567,4.628861,4.596567,4.596567,4.180385,5469811
2003-12-10,4.607332,4.607332,4.531978,4.596567,4.180385,4356794
2003-12-11,4.542743,4.585802,4.499684,4.553508,4.141224,4563486
2003-12-12,4.553508,4.596567,4.499684,4.564272,4.151013,5144083
2003-12-15,4.585802,4.618096,4.510448,4.521213,4.111853,6089293
2003-12-16,4.521213,4.542743,4.370506,4.445860,4.043324,6768127
2003-12-17,4.435095,4.521213,4.381271,4.424330,4.023743,3481766
2003-12-18,4.413565,4.424330,4.359741,4.370506,3.974792,4772501
2003-12-19,4.392036,4.435095,4.327447,4.327447,3.935632,11391299
2003-12-22,4.305917,4.305917,4.230564,4.252093,3.867100,12134462
2003-12-23,4.305917,4.370506,4.273623,4.316682,3.925842,6772075
2003-12-24,4.316682,4.359741,4.305917,4.338212,3.945422,1569467
2003-12-25,4.338212,4.338212,4.338212,4.338212,3.945422,0
2003-12-26,4.338212,4.338212,4.338212,4.338212,3.945422,0
2003-12-29,4.370506,4.370506,4.252093,4.295153,3.906262,3372103
2003-12-30,4.305917,4.370506,4.284388,4.284388,3.896472,6229129
2003-12-31,4.305917,4.402801,4.305917,4.402801,4.004163,3869093
2004-01-01,4.402801,4.402801,4.402801,4.402801,4.004163,0
2004-01-02,4.478154,4.478154,4.381271,4.413565,4.013952,4856107
2004-01-05,4.413565,4.488919,4.359741,4.456625,4.053114,6351723
2004-01-06,4.456625,4.478154,4.327447,4.402801,4.004163,8170151
2004-01-07,4.402801,4.521213,4.402801,4.499684,4.092274,10418220
2004-01-08,4.531978,4.542743,4.488919,4.521213,4.111853,4749277
2004-01-09,4.564272,4.704215,4.564272,4.650391,4.229335,9900328
2004-01-12,4.596567,4.628861,4.585802,4.607332,4.190175,3172378
2004-01-13,4.618096,4.725744,4.575037,4.596567,4.180385,6316887
2004-01-14,4.596567,4.618096,4.553508,4.575037,4.160804,3785487
2004-01-15,4.575037,4.585802,4.445860,4.553508,4.141224,4689360
2004-01-16,4.542743,4.596567,4.542743,4.585802,4.170595,3253661
2004-01-19,4.596567,4.628861,4.575037,4.607332,4.190175,2638229
2004-01-20,4.607332,4.671920,4.607332,4.650391,4.229335,4270866
2004-01-21,4.693450,4.714980,4.661156,4.682685,4.258706,2436182
2004-01-22,4.682685,4.682685,4.682685,4.682685,4.258706,0
2004-01-23,4.682685,4.682685,4.682685,4.682685,4.258706,0
2004-01-26,4.650391,4.865687,4.650391,4.822628,4.385978,5369131
